Model,Camera,Class,Confidence,Inference Time (ms),Frame Index
yolo11,Cam 0,Robot,0.57958984375,118.46522000269033,0
yolo11,Cam 0,Robot,0.59375,7.34752800053684,1
yolo11,Cam 0,Robot,0.58154296875,6.935093995707575,2
yolo11,Cam 0,Robot,0.4921875,6.975045005674474,3
yolo11,Cam 0,Robot,0.6611328125,7.0632600036333315,4
yolo11,Cam 0,Robot,0.5908203125,7.678382004087325,5
yolo11,Cam 0,Robot,0.262939453125,7.678382004087325,5
yolo11,Cam 0,Robot,0.5830078125,7.025682993116789,6
yolo11,Cam 0,Robot,0.64892578125,7.343616001890041,7
yolo11,Cam 0,Robot,0.5419921875,6.74350999906892,8
yolo11,Cam 0,Robot,0.5205078125,6.9028959987917915,9
yolo11,Cam 0,Robot,0.5537109375,6.859102999442257,10
yolo11,Cam 0,Robot,0.62158203125,7.017930001893546,11
yolo11,Cam 0,Robot,0.5908203125,7.1167610003612936,12
yolo11,Cam 0,Robot,0.5234375,7.011924004473258,13
yolo11,Cam 0,Robot,0.5546875,7.250024995300919,14
yolo11,Cam 0,Robot,0.55712890625,6.776198002626188,15
yolo11,Cam 2,AED,0.9443359375,7.207419999758713,0
yolo11,Cam 2,AED,0.94482421875,6.910509000590537,1
yolo11,Cam 2,AED,0.943359375,6.824320997111499,2
yolo11,Cam 2,AED,0.94091796875,6.954372001928277,3
yolo11,Cam 2,AED,0.9375,6.843108996690717,4
yolo11,Cam 2,AED,0.94091796875,7.01304100221023,5
yolo11,Cam 2,AED,0.94287109375,7.149727003707085,6
yolo11,Cam 2,AED,0.9423828125,6.83312100591138,7
yolo11,Cam 2,AED,0.94580078125,7.021073004580103,8
yolo11,Cam 2,AED,0.94482421875,6.665423999947961,9
yolo11,Cam 2,AED,0.94384765625,6.646356996498071,10
yolo11,Cam 2,AED,0.94189453125,6.473071000073105,11
yolo11,Cam 2,AED,0.94287109375,6.500032002804801,12
yolo11,Cam 2,AED,0.9462890625,6.351611998979934,13
yolo11,Cam 2,AED,0.94189453125,7.065215002512559,14
yolo11,Cam 2,AED,0.94091796875,6.514280001283623,15
yolo11,Cam 2,Crowd,0.53515625,7.207419999758713,0
yolo11,Cam 2,Crowd,0.420654296875,7.207419999758713,0
yolo11,Cam 2,Crowd,0.38671875,7.207419999758713,0
yolo11,Cam 2,Crowd,0.361083984375,7.207419999758713,0
yolo11,Cam 2,Crowd,0.2744140625,7.207419999758713,0
yolo11,Cam 2,Crowd,0.505859375,6.910509000590537,1
yolo11,Cam 2,Crowd,0.420654296875,6.910509000590537,1
yolo11,Cam 2,Crowd,0.36474609375,6.910509000590537,1
yolo11,Cam 2,Crowd,0.332763671875,6.910509000590537,1
yolo11,Cam 2,Crowd,0.254638671875,6.910509000590537,1
yolo11,Cam 2,Crowd,0.4765625,6.824320997111499,2
yolo11,Cam 2,Crowd,0.39990234375,6.824320997111499,2
yolo11,Cam 2,Crowd,0.34521484375,6.824320997111499,2
yolo11,Cam 2,Crowd,0.2705078125,6.824320997111499,2
yolo11,Cam 2,Crowd,0.46875,6.954372001928277,3
yolo11,Cam 2,Crowd,0.39794921875,6.954372001928277,3
yolo11,Cam 2,Crowd,0.33984375,6.954372001928277,3
yolo11,Cam 2,Crowd,0.32080078125,6.954372001928277,3
yolo11,Cam 2,Crowd,0.272705078125,6.954372001928277,3
yolo11,Cam 2,Crowd,0.509765625,6.843108996690717,4
yolo11,Cam 2,Crowd,0.394287109375,6.843108996690717,4
yolo11,Cam 2,Crowd,0.3310546875,6.843108996690717,4
yolo11,Cam 2,Crowd,0.26123046875,6.843108996690717,4
yolo11,Cam 2,Crowd,0.505859375,7.01304100221023,5
yolo11,Cam 2,Crowd,0.403564453125,7.01304100221023,5
yolo11,Cam 2,Crowd,0.375732421875,7.01304100221023,5
yolo11,Cam 2,Crowd,0.352294921875,7.01304100221023,5
yolo11,Cam 2,Crowd,0.263671875,7.01304100221023,5
yolo11,Cam 2,Crowd,0.552734375,7.149727003707085,6
yolo11,Cam 2,Crowd,0.420654296875,7.149727003707085,6
yolo11,Cam 2,Crowd,0.357666015625,7.149727003707085,6
yolo11,Cam 2,Crowd,0.28466796875,7.149727003707085,6
yolo11,Cam 2,Crowd,0.513671875,6.83312100591138,7
yolo11,Cam 2,Crowd,0.42626953125,6.83312100591138,7
yolo11,Cam 2,Crowd,0.34326171875,6.83312100591138,7
yolo11,Cam 2,Crowd,0.264404296875,6.83312100591138,7
yolo11,Cam 2,Crowd,0.5546875,7.021073004580103,8
yolo11,Cam 2,Crowd,0.451416015625,7.021073004580103,8
yolo11,Cam 2,Crowd,0.37744140625,7.021073004580103,8
yolo11,Cam 2,Crowd,0.28369140625,7.021073004580103,8
yolo11,Cam 2,Crowd,0.548828125,6.665423999947961,9
yolo11,Cam 2,Crowd,0.43017578125,6.665423999947961,9
yolo11,Cam 2,Crowd,0.363037109375,6.665423999947961,9
yolo11,Cam 2,Crowd,0.286865234375,6.665423999947961,9
yolo11,Cam 2,Crowd,0.54296875,6.646356996498071,10
yolo11,Cam 2,Crowd,0.445556640625,6.646356996498071,10
yolo11,Cam 2,Crowd,0.405517578125,6.646356996498071,10
yolo11,Cam 2,Crowd,0.3701171875,6.646356996498071,10
yolo11,Cam 2,Crowd,0.291748046875,6.646356996498071,10
yolo11,Cam 2,Crowd,0.537109375,6.473071000073105,11
yolo11,Cam 2,Crowd,0.4130859375,6.473071000073105,11
yolo11,Cam 2,Crowd,0.403564453125,6.473071000073105,11
yolo11,Cam 2,Crowd,0.36669921875,6.473071000073105,11
yolo11,Cam 2,Crowd,0.2861328125,6.473071000073105,11
yolo11,Cam 2,Crowd,0.556640625,6.500032002804801,12
yolo11,Cam 2,Crowd,0.441650390625,6.500032002804801,12
yolo11,Cam 2,Crowd,0.385009765625,6.500032002804801,12
yolo11,Cam 2,Crowd,0.294189453125,6.500032002804801,12
yolo11,Cam 2,Crowd,0.259765625,6.500032002804801,12
yolo11,Cam 2,Crowd,0.552734375,6.351611998979934,13
yolo11,Cam 2,Crowd,0.443603515625,6.351611998979934,13
yolo11,Cam 2,Crowd,0.4130859375,6.351611998979934,13
yolo11,Cam 2,Crowd,0.3701171875,6.351611998979934,13
yolo11,Cam 2,Crowd,0.30810546875,6.351611998979934,13
yolo11,Cam 2,Crowd,0.57177734375,7.065215002512559,14
yolo11,Cam 2,Crowd,0.437744140625,7.065215002512559,14
yolo11,Cam 2,Crowd,0.42822265625,7.065215002512559,14
yolo11,Cam 2,Crowd,0.403564453125,7.065215002512559,14
yolo11,Cam 2,Crowd,0.29736328125,7.065215002512559,14
yolo11,Cam 2,Crowd,0.525390625,6.514280001283623,15
yolo11,Cam 2,Crowd,0.43408203125,6.514280001283623,15
yolo11,Cam 2,Crowd,0.416748046875,6.514280001283623,15
yolo11,Cam 2,Crowd,0.355712890625,6.514280001283623,15
yolo11,Cam 2,Crowd,0.291015625,6.514280001283623,15
yolo11,Cam 2,Responder,0.9638671875,7.207419999758713,0
